frame.time,ip.src_host,ip.dst_host,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.flags.push,tcp.flags.urg,tcp.len,tcp.payload,http.request.method,http.request.full_uri,http.request.version,http.request.uri.query,http.referer,http.content_length,http.file_data,http.response,mqtt.msgtype,mqtt.msg,mqtt.topic,mqtt.topic_len,mqtt.conflags,mqtt.conflag.cleansess,mqtt.len,mqtt.proto_len,mqtt.protoname,mqtt.ver,mqtt.msg_decoded_as,mqtt.conack.flags,mqtt.hdrflags,mqtt.qos,mqtt.retain,mqtt.dupflag,ip.ttl,tcp.window_size,http.user_agent,http.host,mqtt.clientid,frame.len,frame.protocols,Temperature,Memory,In_Temperature,CPU,RSSI,MAC_extracted,anomaly.layer,anomaly.name,anomaly.label
1753092330000000,10.42.0.37,10.42.0.1,43609,1883,1,1,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092330000000,10.42.0.37,10.42.0.1,43609,1883,1,1,0,1,0,0,1,0,32,,0.0,0.0,0.0,0.0,0.0,0,,0.0,1,,0,0,0,1,30,4,MQTT,4,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,98,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092330000000,10.42.0.1,10.42.0.37,1883,43609,1,33,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092330000000,10.42.0.1,10.42.0.37,1883,43609,1,33,0,1,0,0,1,0,4,,0.0,0.0,0.0,0.0,0.0,0,,0.0,2,,0,0,0,0,2,0,0,0,0.0,0x00,0,0,0,0,64,65152.0,0.0,0.0,0,70,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092330000000,10.42.0.1,10.42.0.37,1883,43609,5,33,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092330000000,10.42.0.37,10.42.0.1,43609,1883,33,5,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092330000000,10.42.0.37,10.42.0.1,43609,1883,33,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092330000000,10.42.0.1,10.42.0.37,1883,43609,6,34,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.37,10.42.0.1,52771,1883,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64240.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.1,10.42.0.37,1883,52771,0,1,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65160.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.37,10.42.0.1,52771,1883,1,1,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.37,10.42.0.1,52771,1883,1,1,0,1,0,0,1,0,33,,0.0,0.0,0.0,0.0,0.0,0,,0.0,1,,0,0,0,1,31,4,MQTT,4,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,99,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.1,10.42.0.37,1883,52771,1,34,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.1,10.42.0.37,1883,52771,1,34,0,1,0,0,1,0,4,,0.0,0.0,0.0,0.0,0.0,0,,0.0,2,,0,0,0,0,2,0,0,0,0.0,0x00,0,0,0,0,64,65152.0,0.0,0.0,0,70,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.1,10.42.0.37,1883,52771,5,34,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.37,10.42.0.1,52771,1883,34,5,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.37,10.42.0.1,52771,1883,34,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092332000000,10.42.0.1,10.42.0.37,1883,52771,6,35,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.37,10.42.0.1,50511,1883,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64240.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.1,10.42.0.37,1883,50511,0,1,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65160.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.37,10.42.0.1,50511,1883,1,1,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.37,10.42.0.1,50511,1883,1,1,0,1,0,0,1,0,36,"""",0.0,0.0,0.0,0.0,0.0,0,,0.0,1,,0,0,0,1,34,4,MQTT,4,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,102,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.1,10.42.0.37,1883,50511,1,37,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.1,10.42.0.37,1883,50511,1,37,0,1,0,0,1,0,4,,0.0,0.0,0.0,0.0,0.0,0,,0.0,2,,0,0,0,0,2,0,0,0,0.0,0x00,0,0,0,0,64,65152.0,0.0,0.0,0,70,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.1,10.42.0.37,1883,50511,5,37,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.37,10.42.0.1,50511,1883,37,5,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.37,10.42.0.1,50511,1883,37,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092333000000,10.42.0.1,10.42.0.37,1883,50511,6,38,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.37,10.42.0.1,33617,1883,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64240.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.1,10.42.0.37,1883,33617,0,1,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65160.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.37,10.42.0.1,33617,1883,1,1,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.37,10.42.0.1,33617,1883,1,1,0,1,0,0,1,0,34, ,0.0,0.0,0.0,0.0,0.0,0,,0.0,1,,0,0,0,1,32,4,MQTT,4,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,100,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.1,10.42.0.37,1883,33617,1,35,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.1,10.42.0.37,1883,33617,1,35,0,1,0,0,1,0,4,,0.0,0.0,0.0,0.0,0.0,0,,0.0,2,,0,0,0,0,2,0,0,0,0.0,0x00,0,0,0,0,64,65152.0,0.0,0.0,0,70,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.1,10.42.0.37,1883,33617,5,35,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.37,10.42.0.1,33617,1883,35,5,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.37,10.42.0.1,33617,1883,35,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092334000000,10.42.0.1,10.42.0.37,1883,33617,6,36,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.37,10.42.0.1,59273,1883,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64240.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.1,10.42.0.37,1883,59273,0,1,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65160.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.37,10.42.0.1,59273,1883,1,1,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.37,10.42.0.1,59273,1883,1,1,0,1,0,0,1,0,40,&,0.0,0.0,0.0,0.0,0.0,0,,0.0,1,,0,0,0,1,38,4,MQTT,4,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,106,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.1,10.42.0.37,1883,59273,1,41,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.1,10.42.0.37,1883,59273,1,41,0,1,0,0,1,0,4,,0.0,0.0,0.0,0.0,0.0,0,,0.0,2,,0,0,0,0,2,0,0,0,0.0,0x00,0,0,0,0,64,65152.0,0.0,0.0,0,70,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.1,10.42.0.37,1883,59273,5,41,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.37,10.42.0.1,59273,1883,41,5,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.37,10.42.0.1,59273,1883,41,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092335000000,10.42.0.1,10.42.0.37,1883,59273,6,42,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.37,10.42.0.1,49961,1883,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64240.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.1,10.42.0.37,1883,49961,0,1,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65160.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.37,10.42.0.1,49961,1883,1,1,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.37,10.42.0.1,49961,1883,1,1,0,1,0,0,1,0,34, ,0.0,0.0,0.0,0.0,0.0,0,,0.0,1,,0,0,0,1,32,4,MQTT,4,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,100,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.1,10.42.0.37,1883,49961,1,35,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.1,10.42.0.37,1883,49961,1,35,0,1,0,0,1,0,4,,0.0,0.0,0.0,0.0,0.0,0,,0.0,2,,0,0,0,0,2,0,0,0,0.0,0x00,0,0,0,0,64,65152.0,0.0,0.0,0,70,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.1,10.42.0.37,1883,49961,5,35,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.37,10.42.0.1,49961,1883,35,5,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.37,10.42.0.1,49961,1883,35,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092337000000,10.42.0.1,10.42.0.37,1883,49961,6,36,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.37,10.42.0.1,54941,1883,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64240.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.1,10.42.0.37,1883,54941,0,1,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65160.0,0.0,0.0,0,74,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.37,10.42.0.1,54941,1883,1,1,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.37,10.42.0.1,54941,1883,1,1,0,1,0,0,1,0,36,"""",0.0,0.0,0.0,0.0,0.0,0,,0.0,1,,0,0,0,1,34,4,MQTT,4,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,102,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.1,10.42.0.37,1883,54941,1,37,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.1,10.42.0.37,1883,54941,1,37,0,1,0,0,1,0,4,,0.0,0.0,0.0,0.0,0.0,0,,0.0,2,,0,0,0,0,2,0,0,0,0.0,0x00,0,0,0,0,64,65152.0,0.0,0.0,0,70,eth:ethertype:ip:tcp:mqtt,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.1,10.42.0.37,1883,54941,5,37,0,1,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,65152.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
1753092338000000,10.42.0.37,10.42.0.1,54941,1883,37,5,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,64,64256.0,0.0,0.0,0,66,eth:ethertype:ip:tcp,,,,,,,2.0,MQTTBruteForce,1.0
